target,measurement,variant,metric,value,unit,measured_utc,source,notes
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,bond_angles,0.789,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,bond_lengths,0.821,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,double_bond_flatness,0.968,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,internal_energy,0.753,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,internal_steric_clash,0.874,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,minimum_distance_to_protein,0.611,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,molecules,95,,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,valid_all,0.337,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7,volume_overlap_with_protein,0.989,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,all_atoms_connected,0.958,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,aromatic_ring_flatness,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,bond_angles,0.789,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,bond_lengths,0.821,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,double_bond_flatness,0.968,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,internal_energy,0.753,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,internal_steric_clash,0.874,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,minimum_distance_to_protein,0.937,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,molecules,95,,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,valid_all,0.516,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:all7-clash,volume_overlap_with_protein,0.989,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-08-24-6tgu-s0-n100-seed1-all7-clash.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,all_atoms_connected,0.958,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,aromatic_ring_flatness,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,bond_angles,0.789,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,bond_lengths,0.821,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,double_bond_flatness,0.968,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,internal_energy,0.753,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,internal_steric_clash,0.874,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,minimum_distance_to_protein,0.905,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,molecules,95,,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,valid_all,0.526,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,2026-08-24-6tgu-s0-n100-seed1:source,volume_overlap_with_protein,0.989,доля,2026-09-18,python scripts/check_physics.py --sdf runs/2026-08-24-6tgu-s0-n100-seed1/molecules.sdf --target data/targets/6tgu/target.json,
6tgu,physics,crystal,all_atoms_connected,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,aromatic_ring_flatness,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,bond_angles,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,bond_lengths,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,double_bond_flatness,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,internal_energy,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,internal_steric_clash,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,minimum_distance_to_protein,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,molecules,1,,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,valid_all,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,crystal,volume_overlap_with_protein,1.000,доля,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json --with-crystal,
6tgu,physics,posebusters-dock,clash_cutoff,0.7500,,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json,порог наложения для пары углеродов: clash_cutoff × radius_scale × 2r
6tgu,physics,posebusters-dock,clash_threshold_carbon,2.5500,A,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json,порог наложения для пары углеродов: clash_cutoff × radius_scale × 2r
6tgu,physics,posebusters-dock,vdw_radius_carbon,1.7000,A,2026-09-18,python scripts/check_physics.py --target data/targets/6tgu/target.json,порог наложения для пары углеродов: clash_cutoff × radius_scale × 2r
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,improved,80,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,min_distance_after_median,2.699,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,molecules,98,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,objective_after,0.779,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,objective_before,0.599,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,rmsd_shift_median,0.723,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,score_after,0.809,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,score_before,0.726,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,tanimoto_after_median,0.730,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash,tanimoto_before_median,0.647,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,improved,81,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,min_distance_after_median,2.656,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,molecules,98,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,objective_after,0.805,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,objective_before,0.700,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,rmsd_shift_median,0.771,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,score_after,0.812,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,score_before,0.726,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,tanimoto_after_median,0.722,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.1,tanimoto_before_median,0.647,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,improved,80,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,min_distance_after_median,2.699,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,molecules,98,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,objective_after,0.779,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,objective_before,0.599,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,rmsd_shift_median,0.723,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,score_after,0.809,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,score_before,0.726,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,tanimoto_after_median,0.730,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w0.5,tanimoto_before_median,0.647,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,improved,78,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,min_distance_after_median,2.663,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,molecules,98,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,objective_after,0.695,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,objective_before,0.219,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,rmsd_shift_median,0.626,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,score_after,0.808,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,score_before,0.726,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,tanimoto_after_median,0.722,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-clash-w2,tanimoto_before_median,0.647,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,
6tgu,pose_optimization,2026-08-23-6tgu-s0-n100-prep:all7-control-clash,improved,8,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-08-23-6tgu-s0-n100-prep --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
